Name,Set,Color,ColorID,Type,Subtype,CMC,Rarity,Text,Keywords,Power,Toughness,Printings,Layout,Side
Iroas's Blessing,THB,R,R,Enchantment,Aura,4,Common,"Enchant creature you control
When Iroas's Blessing enters the battlefield, it deals 4 damage to target creature or planeswalker an opponent controls.
Enchanted creature gets +1/+1.",Enchant,,,THB,Normal,
Irreverent Revelers,THB,R,R,Creature,Satyr,3,Common,"When Irreverent Revelers enters the battlefield, choose one —
• Destroy target artifact.
• Irreverent Revelers gains haste until end of turn.",,2,2,THB,Normal,
Nyxborn Brute,THB,R,R,"Enchantment, Creature",Cyclops,5,Common,,,7,3,THB,Normal,
Omen of the Forge,THB,R,R,Enchantment,,2,Common,"Flash
When Omen of the Forge enters the battlefield, it deals 2 damage to any target.
{2}{R}, Sacrifice Omen of the Forge: Scry 2.","Flash, Scry",,,THB,Normal,
Oread of Mountain's Blaze,THB,R,R,"Enchantment, Creature",Nymph,2,Common,"{2}{R}, Discard a card: Draw a card.",,1,3,THB,Normal,
Ox of Agonas,THB,R,R,Creature,Ox,5,Mythic,"When Ox of Agonas enters the battlefield, discard your hand, then draw three cards.
Escape—{R}{R}, Exile eight other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Ox of Agonas escapes with a +1/+1 counter on it.",Escape,4,2,"PTHB, THB",Normal,
Phoenix of Ash,THB,R,R,Creature,Phoenix,3,Rare,"Flying, haste
{2}{R}: Phoenix of Ash gets +2/+0 until end of turn.
Escape—{2}{R}{R}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Phoenix of Ash escapes with a +1/+1 counter on it.","Escape, Flying, Haste",2,2,"PTHB, THB",Normal,
Portent of Betrayal,THB,R,R,Sorcery,,4,Common,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),Scry,,,"CMR, THB, THS",Normal,
"Purphoros, Bronze-Blooded",THB,R,R,"Enchantment, Creature",God,5,Mythic,"Indestructible
As long as your devotion to red is less than five, Purphoros isn't a creature.
Other creatures you control have haste.
{2}{R}: You may put a red creature card or an artifact creature card from your hand onto the battlefield. Sacrifice it at the beginning of the next end step.",Indestructible,7,6,"PTHB, THB",Normal,
Purphoros's Intervention,THB,R,R,Sorcery,,1,Rare,"Choose one —
• Create an X/1 red Elemental creature token with trample and haste. Sacrifice it at the beginning of the next end step.
• Purphoros's Intervention deals twice X damage to target creature or planeswalker.",,,,"PTHB, THB",Normal,
Satyr's Cunning,THB,R,R,Sorcery,,1,Common,"Create a 1/1 red Satyr creature token with ""This creature can't block.""
Escape—{2}{R}, Exile two other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",Escape,,,THB,Normal,
Skophos Maze-Warden,THB,R,R,Creature,"Minotaur, Warrior",4,Uncommon,"{1}: Skophos Maze-Warden gets +1/-1 until end of turn.
Whenever another creature becomes the target of an ability of a land you control named Labyrinth of Skophos, you may have Skophos Maze-Warden fight that creature. (Each deals damage equal to its power to the other.)",Fight,3,4,THB,Normal,
Skophos Warleader,THB,R,R,Creature,"Minotaur, Warrior",5,Common,"{R}, Sacrifice another creature or an enchantment: Skophos Warleader gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",,4,5,THB,Normal,
Stampede Rider,THB,R,R,Creature,Satyr,3,Common,"Trample
At the beginning of each combat, if you control a creature with power 4 or greater, Stampede Rider gets +1/+1 until end of turn.",Trample,2,3,THB,Normal,
Storm Herald,THB,R,R,Creature,"Human, Shaman",3,Rare,"Haste
When Storm Herald enters the battlefield, return any number of Aura cards from your graveyard to the battlefield attached to creatures you control. Exile those Auras at the beginning of your next end step. If those Auras would leave the battlefield, exile them instead of putting them anywhere else.",Haste,3,2,"PTHB, THB",Normal,
Storm's Wrath,THB,R,R,Sorcery,,4,Rare,Storm's Wrath deals 4 damage to each creature and each planeswalker.,,,,"PTHB, THB",Normal,
Tectonic Giant,THB,R,R,Creature,"Elemental, Giant",4,Rare,"Whenever Tectonic Giant attacks or becomes the target of a spell an opponent controls, choose one —
• Tectonic Giant deals 3 damage to each opponent.
• Exile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card.",,3,4,"PTHB, THB",Normal,
Thrill of Possibility,THB,R,R,Instant,,2,Common,"As an additional cost to cast this spell, discard a card.
Draw two cards.",,,,"ELD, M21, MB1, STA, THB",Normal,
The Triumph of Anax,THB,R,R,Enchantment,Saga,3,Uncommon,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Until end of turn, target creature gains trample and gets +X/+0, where X is the number of lore counters on The Triumph of Anax.
IV — Target creature you control fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)",Fight,,,THB,Saga,
Underworld Breach,THB,R,R,Enchantment,,2,Rare,"Each nonland card in your graveyard has escape. The escape cost is equal to the card's mana cost plus exile three other cards from your graveyard. (You may cast cards from your graveyard for their escape cost.)
At the beginning of the end step, sacrifice Underworld Breach.",,,,"PTHB, THB",Normal,
Underworld Fires,THB,R,R,Sorcery,,2,Uncommon,"Underworld Fires deals 1 damage to each creature and each planeswalker. If a permanent dealt damage this way would die this turn, exile it instead.",,,,THB,Normal,
Underworld Rage-Hound,THB,R,R,Creature,"Elemental, Dog",2,Common,"Underworld Rage-Hound attacks each combat if able.
Escape—{3}{R}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Underworld Rage-Hound escapes with a +1/+1 counter on it.",Escape,3,1,THB,Normal,
Wrap in Flames,THB,R,R,Sorcery,,4,Common,Wrap in Flames deals 1 damage to each of up to three target creatures. Those creatures can't block this turn.,,,,"BBD, CNS, MM2, ROE, THB",Normal,
Arasta of the Endless Web,THB,G,G,"Enchantment, Creature",Spider,4,Rare,"Reach
Whenever an opponent casts an instant or sorcery spell, create a 1/2 green Spider creature token with reach.",Reach,3,5,"PTHB, THB",Normal,
The Binding of the Titans,THB,G,G,Enchantment,Saga,2,Uncommon,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Each player mills three cards.
II — Exile up to two target cards from graveyards. For each creature card exiled this way, you gain 1 life.
III — Return target creature or land card from your graveyard to your hand.",Mill,,,THB,Saga,
Chainweb Aracnir,THB,G,G,Creature,Spider,1,Uncommon,"Reach
When Chainweb Aracnir enters the battlefield, it deals damage equal to its power to target creature with flying an opponent controls.
Escape—{3}{G}{G}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Chainweb Aracnir escapes with three +1/+1 counters on it.","Escape, Reach",1,2,THB,Normal,
Destiny Spinner,THB,G,G,"Enchantment, Creature",Human,2,Uncommon,"Creature and enchantment spells you control can't be countered.
{3}{G}: Target land you control becomes an X/X Elemental creature with trample and haste until end of turn, where X is the number of enchantments you control. It's still a land.",,2,3,THB,Normal,
Dryad of the Ilysian Grove,THB,G,G,"Enchantment, Creature","Nymph, Dryad",3,Rare,"You may play an additional land on each of your turns.
Lands you control are every basic land type in addition to their other types.",,2,4,"PTHB, THB",Normal,
The First Iroan Games,THB,G,G,Enchantment,Saga,3,Rare,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I — Create a 1/1 white Human Soldier creature token.
II — Put three +1/+1 counters on target creature you control.
III — If you control a creature with power 4 or greater, draw two cards.
IV — Create a Gold token. (It's an artifact with ""Sacrifice this artifact: Add one mana of any color."")",,,,"PTHB, THB",Saga,
Gift of Strength,THB,G,G,Instant,,2,Common,Target creature gets +3/+3 and gains reach until end of turn.,,,,"HOU, RNA, THB",Normal,
Hydra's Growth,THB,G,G,Enchantment,Aura,3,Uncommon,"Enchant creature
When Hydra's Growth enters the battlefield, put a +1/+1 counter on enchanted creature.
At the beginning of your upkeep, double the number of +1/+1 counters on enchanted creature.",Enchant,,,THB,Normal,
Hyrax Tower Scout,THB,G,G,Creature,"Human, Scout",3,Common,"When Hyrax Tower Scout enters the battlefield, untap target creature.",,3,3,THB,Normal,
Ilysian Caryatid,THB,G,G,Creature,Plant,2,Common,"{T}: Add one mana of any color. If you control a creature with power 4 or greater, add two mana of any one color instead.",,1,1,"ANB, THB",Normal,
Inspire Awe,THB,G,G,Instant,,4,Common,Prevent all combat damage that would be dealt this turn except combat damage that would be dealt by enchanted creatures and enchantment creatures. Scry 2.,Scry,,,THB,Normal,
Klothys's Design,THB,G,G,Sorcery,,6,Uncommon,"Creatures you control get +X/+X until end of turn, where X is your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)",,,,THB,Normal,
Loathsome Chimera,THB,G,G,Creature,Chimera,3,Common,"Escape—{4}{G}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Loathsome Chimera escapes with a +1/+1 counter on it.",Escape,4,1,THB,Normal,
Mantle of the Wolf,THB,G,G,Enchantment,Aura,4,Rare,"Enchant creature
Enchanted creature gets +4/+4.
When Mantle of the Wolf is put into a graveyard from the battlefield, create two 2/2 green Wolf creature tokens.",Enchant,,,"PTHB, THB",Normal,
Moss Viper,THB,G,G,Creature,Snake,1,Common,Deathtouch,Deathtouch,1,1,THB,Normal,
Mystic Repeal,THB,G,G,Instant,,1,Uncommon,Put target enchantment on the bottom of its owner's library.,,,,THB,Normal,
Nessian Boar,THB,G,G,Creature,Boar,5,Rare,"All creatures able to block Nessian Boar do so.
Whenever Nessian Boar becomes blocked by a creature, that creature's controller draws a card.",,10,6,"PTHB, THB",Normal,
Nessian Hornbeetle,THB,G,G,Creature,Insect,2,Uncommon,"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on Nessian Hornbeetle.",,2,2,"JMP, THB",Normal,
Nessian Wanderer,THB,G,G,Creature,"Satyr, Scout",2,Uncommon,"Constellation — Whenever an enchantment enters the battlefield under your control, look at the top three cards of your library. You may reveal a land card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order.",Constellation,1,3,THB,Normal,
Nexus Wardens,THB,G,G,Creature,"Satyr, Archer",3,Common,"Reach
Constellation — Whenever an enchantment enters the battlefield under your control, you gain 2 life.","Constellation, Reach",1,4,THB,Normal,
"Nylea, Keen-Eyed",THB,G,G,"Enchantment, Creature",God,4,Mythic,"Indestructible
As long as your devotion to green is less than five, Nylea isn't a creature.
Creature spells you cast cost {1} less to cast.
{2}{G}: Reveal the top card of your library. If it's a creature card, put it into your hand. Otherwise, you may put it into your graveyard.",Indestructible,5,6,"PTHB, THB",Normal,
Nylea's Forerunner,THB,G,G,"Enchantment, Creature",Beast,5,Common,"Trample
Other creatures you control have trample.",Trample,5,3,THB,Normal,
Nylea's Huntmaster,THB,G,G,Creature,"Centaur, Shaman",4,Common,"When Nylea's Huntmaster enters the battlefield, target creature you control gets +X/+0 until end of turn, where X is your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)",,4,3,THB,Normal,
Nylea's Intervention,THB,G,G,Sorcery,,2,Rare,"Choose one —
• Search your library for up to X land cards, reveal them, put them into your hand, then shuffle.
• Nylea's Intervention deals twice X damage to each creature with flying.",,,,"PTHB, THB",Normal,
Nyx Herald,THB,G,G,"Enchantment, Creature","Centaur, Shaman",3,Uncommon,"At the beginning of combat on your turn, target enchanted creature or enchantment creature you control gets +1/+1 and gains trample until end of turn.",,2,3,THB,Normal,
Nyxbloom Ancient,THB,G,G,"Enchantment, Creature",Elemental,7,Mythic,"Trample
If you tap a permanent for mana, it produces three times as much of that mana instead.",Trample,5,5,"PTHB, THB",Normal,
Nyxborn Colossus,THB,G,G,"Enchantment, Creature",Giant,6,Common,,,6,7,THB,Normal,
Omen of the Hunt,THB,G,G,Enchantment,,3,Common,"Flash
When Omen of the Hunt enters the battlefield, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
{2}{G}, Sacrifice Omen of the Hunt: Scry 2.","Flash, Scry",,,THB,Normal,
Pheres-Band Brawler,THB,G,G,Creature,"Centaur, Warrior",6,Uncommon,"When Pheres-Band Brawler enters the battlefield, it fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)",Fight,4,4,THB,Normal,
Plummet,THB,G,G,Instant,,2,Common,Destroy target creature with flying.,,,,"A25, ARC, BFZ, CN2, CNS, IKO, M11, M12, M13, M14, M15, M19, M20, MB1, MM2, ORI, RIX, THB",Normal,
Relentless Pursuit,THB,G,G,Sorcery,,3,Common,Reveal the top four cards of your library. You may put a creature card and/or a land card from among them into your hand. Put the rest into your graveyard.,,,,THB,Normal,
"Renata, Called to the Hunt",THB,G,G,"Enchantment, Creature",Demigod,4,Uncommon,"Renata's power is equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)
Each other creature you control enters the battlefield with an additional +1/+1 counter on it.",,*,3,"PLIST, THB",Normal,
Return to Nature,THB,G,G,Instant,,2,Common,"Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Exile target card from a graveyard.",,,,"ELD, M21, THB, WAR",Normal,
Setessan Champion,THB,G,G,Creature,"Human, Warrior",3,Rare,"Constellation — Whenever an enchantment enters the battlefield under your control, put a +1/+1 counter on Setessan Champion and draw a card.",Constellation,1,3,"PTHB, THB",Normal,
Setessan Petitioner,THB,G,G,Creature,"Human, Druid",3,Uncommon,"When Setessan Petitioner enters the battlefield, you gain life equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)",,2,2,THB,Normal,
Setessan Skirmisher,THB,G,G,Creature,"Human, Warrior",2,Common,"Constellation — Whenever an enchantment enters the battlefield under your control, Setessan Skirmisher gets +1/+1 until end of turn.",Constellation,2,1,THB,Normal,
Setessan Training,THB,G,G,Enchantment,Aura,2,Common,"Enchant creature you control
When Setessan Training enters the battlefield, draw a card.
Enchanted creature gets +1/+0 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)",Enchant,,,"M21, THB",Normal,
Skola Grovedancer,THB,G,G,"Enchantment, Creature","Satyr, Druid",2,Common,"Whenever a land card is put into your graveyard from anywhere, you gain 1 life.
{2}{G}: Mill a card.",Mill,2,2,THB,Normal,
Voracious Typhon,THB,G,G,Creature,"Snake, Beast",4,Common,"Escape—{5}{G}{G}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Voracious Typhon escapes with three +1/+1 counters on it.",Escape,4,4,THB,Normal,
Warbriar Blessing,THB,G,G,Enchantment,Aura,2,Common,"Enchant creature you control
When Warbriar Blessing enters the battlefield, enchanted creature fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)
Enchanted creature gets +0/+2.","Enchant, Fight",,,THB,Normal,
Wolfwillow Haven,THB,G,G,Enchantment,Aura,2,Uncommon,"Enchant land
Whenever enchanted land is tapped for mana, its controller adds an additional {G}.
{4}{G}, Sacrifice Wolfwillow Haven: Create a 2/2 green Wolf creature token. Activate only during your turn.",Enchant,,,THB,Normal,
Acolyte of Affliction,THB,"B, G","B, G",Creature,"Human, Cleric",4,Uncommon,"When Acolyte of Affliction enters the battlefield, mill two cards, then you may return a permanent card from your graveyard to your hand.",Mill,2,3,THB,Normal,
Allure of the Unknown,THB,"B, R","B, R",Sorcery,,5,Rare,"Reveal the top six cards of your library. An opponent exiles a nonland card from among them, then you put the rest into your hand. That opponent may cast the exiled card without paying its mana cost.",,,,"PTHB, THB",Normal,
"Ashiok, Nightmare Muse",THB,"B, U","B, U",Planeswalker,Ashiok,5,Mythic,"[+1]: Create a 2/3 blue and black Nightmare creature token with ""Whenever this creature attacks or blocks, each opponent exiles the top two cards of their library.""
[−3]: Return target nonland permanent to its owner's hand, then that player exiles a card from their hand.
[−7]: You may cast up to three spells from among face-up cards your opponents own from exile without paying their mana costs.",,,,"PTHB, THB",Normal,
"Atris, Oracle of Half-Truths",THB,"B, U","B, U",Creature,"Human, Advisor",4,Rare,"Menace
When Atris, Oracle of Half-Truths enters the battlefield, target opponent looks at the top three cards of your library and separates them into a face-down pile and a face-up pile. Put one pile into your hand and the other into your graveyard.",Menace,3,2,"PTHB, THB",Normal,
Bronzehide Lion,THB,"G, W","G, W",Creature,Cat,2,Rare,"{G}{W}: Bronzehide Lion gains indestructible until end of turn.
When Bronzehide Lion dies, return it to the battlefield. It's an Aura enchantment with enchant creature you control and ""{G}{W}: Enchanted creature gains indestructible until end of turn,"" and it loses all other abilities.",,3,3,"PTHB, THB",Normal,
"Calix, Destiny's Hand",THB,"G, W","G, W",Planeswalker,Calix,4,Mythic,"[+1]: Look at the top four cards of your library. You may reveal an enchantment card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order.
[−3]: Exile target creature or enchantment you don't control until target enchantment you control leaves the battlefield.
[−7]: Return all enchantment cards from your graveyard to the battlefield.",,,,"PTHB, THB",Normal,
"Dalakos, Crafter of Wonders",THB,"R, U","R, U",Creature,"Merfolk, Artificer",3,Rare,"{T}: Add {C}{C}. Spend this mana only to cast artifact spells or activate abilities of artifacts.
Equipped creatures you control have flying and haste.",,2,4,"PTHB, THB",Normal,
Devourer of Memory,THB,"B, U","B, U",Creature,Nightmare,2,Uncommon,"Whenever one or more cards are put into your graveyard from your library, Devourer of Memory gets +1/+1 until end of turn and can't be blocked this turn.
{1}{U}{B}: Mill a card.",Mill,2,1,THB,Normal,
Dream Trawler,THB,"U, W","U, W",Creature,Sphinx,6,Rare,"Flying, lifelink
Whenever you draw a card, Dream Trawler gets +1/+0 until end of turn.
Whenever Dream Trawler attacks, draw a card.
Discard a card: Dream Trawler gains hexproof until end of turn. Tap it.","Flying, Lifelink",3,5,"PTHB, THB",Normal,
Enigmatic Incarnation,THB,"G, U","G, U",Enchantment,,4,Rare,"At the beginning of your end step, you may sacrifice another enchantment. If you do, search your library for a creature card with mana value equal to 1 plus the sacrificed enchantment's mana value, put that card onto the battlefield, then shuffle.",,,,"PTHB, THB",Normal,
Eutropia the Twice-Favored,THB,"G, U","G, U",Creature,"Human, Wizard",3,Uncommon,"Constellation — Whenever an enchantment enters the battlefield under your control, put a +1/+1 counter on target creature. That creature gains flying until end of turn.",Constellation,2,2,THB,Normal,
Gallia of the Endless Dance,THB,"G, R","G, R",Creature,Satyr,2,Rare,"Haste
Other Satyrs you control get +1/+1 and have haste.
Whenever you attack with three or more creatures, you may discard a card at random. If you do, draw two cards.",Haste,2,2,"PTHB, THB",Normal,
Haktos the Unscarred,THB,"R, W","R, W",Creature,"Human, Warrior",4,Rare,"Haktos the Unscarred attacks each combat if able.
As Haktos enters the battlefield, choose 2, 3, or 4 at random.
Haktos has protection from each mana value other than the chosen number.",,6,1,"PTHB, THB",Normal,
Hero of the Nyxborn,THB,"R, W","R, W","Enchantment, Creature","Human, Soldier",3,Uncommon,"When Hero of the Nyxborn enters the battlefield, create a 1/1 white Human Soldier creature token.
Whenever you cast a spell that targets Hero of the Nyxborn, creatures you control get +1/+0 until end of turn.",,2,2,THB,Normal,
"Klothys, God of Destiny",THB,"G, R","G, R","Enchantment, Creature",God,3,Mythic,"Indestructible
As long as your devotion to red and green is less than seven, Klothys isn't a creature.
At the beginning of your precombat main phase, exile target card from a graveyard. If it was a land card, add {R} or {G}. Otherwise, you gain 2 life and Klothys deals 2 damage to each opponent.",Indestructible,4,5,"PTHB, THB",Normal,
"Kroxa, Titan of Death's Hunger",THB,"B, R","B, R",Creature,"Elder, Giant",2,Mythic,"When Kroxa enters the battlefield, sacrifice it unless it escaped.
Whenever Kroxa enters the battlefield or attacks, each opponent discards a card, then each opponent who didn't discard a nonland card this way loses 3 life.
Escape—{B}{B}{R}{R}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",Escape,6,6,"PTHB, SLD, THB",Normal,
"Kunoros, Hound of Athreos",THB,"B, W","B, W",Creature,Dog,3,Rare,"Vigilance, menace, lifelink
Creature cards in graveyards can't enter the battlefield.
Players can't cast spells from graveyards.","Lifelink, Menace, Vigilance",3,3,"PTHB, THB",Normal,
Mischievous Chimera,THB,"R, U","R, U","Enchantment, Creature",Chimera,2,Uncommon,"Flying
Whenever you cast your first spell during each opponent's turn, Mischievous Chimera deals 1 damage to each opponent. Scry 1.","Flying, Scry",2,2,THB,Normal,
"Polukranos, Unchained",THB,"B, G","B, G",Creature,"Zombie, Hydra",4,Mythic,"Polukranos enters the battlefield with six +1/+1 counters on it. It escapes with twelve +1/+1 counters on it instead.
If damage would be dealt to Polukranos while it has a +1/+1 counter on it, prevent that damage and remove that many +1/+1 counters from it.
{1}{B}{G}: Polukranos fights another target creature.
Escape—{4}{B}{G}, Exile six other cards from your graveyard.","Escape, Fight",0,0,"PTHB, THB",Normal,
Rise to Glory,THB,"B, W","B, W",Sorcery,,5,Uncommon,"Choose one or both —
• Return target creature card from your graveyard to the battlefield.
• Return target Aura card from your graveyard to the battlefield.",,,,THB,Normal,
"Siona, Captain of the Pyleas",THB,"G, W","G, W",Creature,"Human, Soldier",3,Uncommon,"When Siona, Captain of the Pyleas enters the battlefield, look at the top seven cards of your library. You may reveal an Aura card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
Whenever an Aura you control becomes attached to a creature you control, create a 1/1 white Human Soldier creature token.",,2,2,THB,Normal,
Slaughter-Priest of Mogis,THB,"B, R","B, R",Creature,"Minotaur, Shaman",2,Uncommon,"Whenever you sacrifice a permanent, Slaughter-Priest of Mogis gets +2/+0 until end of turn.
{2}, Sacrifice another creature or an enchantment: Slaughter-Priest of Mogis gains first strike until end of turn.",,2,2,THB,Normal,
Staggering Insight,THB,"U, W","U, W",Enchantment,Aura,2,Uncommon,"Enchant creature
Enchanted creature gets +1/+1 and has lifelink and ""Whenever this creature deals combat damage to a player, draw a card.""",Enchant,,,"PMEI, THB",Normal,
"Uro, Titan of Nature's Wrath",THB,"G, U","G, U",Creature,"Elder, Giant",3,Mythic,"When Uro enters the battlefield, sacrifice it unless it escaped.
Whenever Uro enters the battlefield or attacks, you gain 3 life and draw a card, then you may put a land card from your hand onto the battlefield.
Escape—{G}{G}{U}{U}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",Escape,6,6,"PLIST, PTHB, SLD, THB",Normal,
Warden of the Chained,THB,"G, R","G, R",Creature,"Minotaur, Warrior",3,Uncommon,"Trample
Warden of the Chained can't attack unless you control another creature with power 4 or greater.",Trample,4,4,THB,Normal,
Altar of the Pantheon,THB,,,Artifact,,3,Common,"Your devotion to each color and each combination of colors is increased by one.
{T}: Add one mana of any color. If you control a God, a Demigod, or a legendary enchantment, you gain 1 life.",,,,THB,Normal,
Bronze Sword,THB,,,Artifact,Equipment,1,Common,"Equipped creature gets +2/+0.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,,THB,Normal,
Entrancing Lyre,THB,,,Artifact,,3,Uncommon,"You may choose not to untap Entrancing Lyre during your untap step.
{X}, {T}: Tap target creature with power X or less. It doesn't untap during its controller's untap step for as long as Entrancing Lyre remains tapped.",,,,THB,Normal,
Mirror Shield,THB,,,Artifact,Equipment,2,Uncommon,"Equipped creature gets +0/+2 and has hexproof and ""Whenever a creature with deathtouch blocks or becomes blocked by this creature, destroy that creature.""
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,,THB,Normal,
Nyx Lotus,THB,,,Artifact,,4,Rare,"Nyx Lotus enters the battlefield tapped.
{T}: Choose a color. Add an amount of mana of that color equal to your devotion to that color. (Your devotion to a color is the number of mana symbols of that color in the mana costs of permanents you control.)",,,,"PTHB, THB",Normal,
Shadowspear,THB,,,Artifact,Equipment,1,Rare,"Equipped creature gets +1/+1 and has trample and lifelink.
{1}: Permanents your opponents control lose hexproof and indestructible until end of turn.
Equip {2}",Equip,,,"PTHB, THB",Normal,
Soul-Guide Lantern,THB,,,Artifact,,1,Uncommon,"When Soul-Guide Lantern enters the battlefield, exile target card from a graveyard.
{T}, Sacrifice Soul-Guide Lantern: Exile each opponent's graveyard.
{1}, {T}, Sacrifice Soul-Guide Lantern: Draw a card.",,,,THB,Normal,
Thaumaturge's Familiar,THB,,,"Artifact, Creature",Bird,3,Common,"Flying
When Thaumaturge's Familiar enters the battlefield, scry 1.","Flying, Scry",1,3,THB,Normal,
Thundering Chariot,THB,,,Artifact,Vehicle,4,Uncommon,"First strike, trample, haste
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)","Crew, First strike, Haste, Trample",3,3,THB,Normal,
Traveler's Amulet,THB,,,Artifact,,1,Common,"{1}, Sacrifice Traveler's Amulet: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.",,,,"HOU, ISD, RIX, THB, THS",Normal,
Wings of Hubris,THB,,,Artifact,Equipment,2,Common,"Equipped creature has flying.
Sacrifice Wings of Hubris: Equipped creature can't be blocked this turn. Sacrifice it at the beginning of the next end step.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,,THB,Normal,
Field of Ruin,THB,,,Land,,0,Uncommon,"{T}: Add {C}.
{2}, {T}, Sacrifice Field of Ruin: Destroy target nonbasic land an opponent controls. Each player searches their library for a basic land card, puts it onto the battlefield, then shuffles.",,,,"MB1, THB, TSR, XLN",Normal,
Labyrinth of Skophos,THB,,,Land,,0,Rare,"{T}: Add {C}.
{4}, {T}: Remove target attacking or blocking creature from combat.",,,,"PTHB, THB",Normal,
Temple of Abandon,THB,,"G, R",Land,,0,Rare,"Temple of Abandon enters the battlefield tapped.
When Temple of Abandon enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {R} or {G}.",Scry,,,"PTHB, THB, THS",Normal,
Temple of Deceit,THB,,"B, U",Land,,0,Rare,"Temple of Deceit enters the battlefield tapped.
When Temple of Deceit enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {U} or {B}.",Scry,,,"PTHB, THB, THS",Normal,
Temple of Enlightenment,THB,,"U, W",Land,,0,Rare,"Temple of Enlightenment enters the battlefield tapped.
When Temple of Enlightenment enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {W} or {U}.",Scry,,,"BNG, PTHB, THB",Normal,
Temple of Malice,THB,,"B, R",Land,,0,Rare,"Temple of Malice enters the battlefield tapped.
When Temple of Malice enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {B} or {R}.",Scry,,,"BNG, PTHB, THB",Normal,
Temple of Plenty,THB,,"G, W",Land,,0,Rare,"Temple of Plenty enters the battlefield tapped.
When Temple of Plenty enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {G} or {W}.",Scry,,,"BNG, PTHB, THB",Normal,
Unknown Shores,THB,,,Land,,0,Common,"{T}: Add {C}.
{1}, {T}: Add one mana of any color.",,,,"OGW, THB, THS, XLN",Normal,
